child_visible,child_count,child_emotion,adult_visible,adult_emotion,scene_type,is_animated,has_text_overlay,emotional_tone,exploitation_concern,brief_description,id,title,channel
True,1,neutral,True,neutral,indoor,False,True,neutral,1,A father and daughter standing indoors near stairs with text labels showing their birth years.,PW3ns2p6R48,Dad vs Daughter #shorts,theweisslife
True,1,happy,True,happy,indoor,False,True,positive,0,A girl and an adult woman indoors smiling and waving with text overlay inviting viewers to come get new mother-daughter piercings.,BoslzF3vzYs,I SURPRISED my 16 year old Daughter!🥳 #shorts,theweisslife
True,1,neutral,True,neutral,indoor,False,True,positive,0,A dad in red pajamas is making a child clean up torn wrapping paper on Christmas morning inside a room.,HP9VyEFKEXE,Dads on Christmas morning be like…🤣 #shorts,theweisslife
True,4,happy,False,none,indoor,False,True,exciting,1,Four children posing indoors with Halloween shopping bags and Halloween-themed characters in the background.,1aok_Glkj3M,HALLOWEEN COSTUME SHOPPiNG for 6 KiDS?! *this gets expensive*,theweisslife
True,2,neutral,False,none,indoor,False,True,dramatic,1,"Two children sitting at a kitchen table with candy pieces spread out, with a text overlay reading 'POISON CANDY GAME!'",c-GhNSQ8iS0,Poison Candy Challenge GONE WRONG!😂 ​⁠@BallingerFamily #shorts #summeronshorts,theweisslife
True,3,happy,False,none,studio,False,False,positive,1,Three children proudly display colorful drawings of cartoon birds against a bright blue background.,h-w4H6pYljM,3 Marker Challenge from Vlad and Nikita,vladandniki
True,2,neutral,False,none,indoor,False,False,neutral,1,Two children are seated indoors with a watermelon rigged with taps dispensing colored liquid into cups.,RMroHHrUoi8,Vlad and Niki have fun with Mom - collection kids video with toys,vladandniki
True,1,excited,True,happy,indoor,False,False,positive,1,A child and an adult woman dressed as a mermaid with colorful tails are posing indoors next to an inflatable slide with mermaid tail decorations.,KuadJHGxt9I,Vlad and Mom turned into a mermaid,vladandniki
True,1,neutral,True,neutral,indoor,True,False,dramatic,1,An adult and a child holding toy guns aim at an animated angry virus character indoors.,MnUuRzbl1Cw,Kids story about viruses,vladandniki
True,2,excited,False,none,indoor,False,False,exciting,1,"Two children participating in a playful pink vs black themed challenge in a brightly colored indoor setting, one pulling a piece of cloth from the other.",FOCiUvFfeG0,Pink vs Black Challenge for friends by Vlad and Niki,vladandniki
True,2,excited,False,none,indoor,False,False,positive,1,Two children indoors enthusiastically holding a large thermometer prop and a yellow gaming controller.,cdlEJ5vnB2M,Mike teaches Uncle not to cheat and tell truth,vladandniki
True,1,happy,False,none,outdoor,False,True,positive,1,A smiling child dressed in a superhero outfit poses outdoors next to a large toy egg with cartoon faces and branding.,XAtGYiH6exI,Vlad and Egg Surprise with toys to save the day,vladandniki
True,1,surprised,False,none,indoor,False,False,exciting,1,A child with a surprised expression stands next to a large tiger inside a kitchen setting.,KKqe5vP2oEs,Wild Animal Adventure at Home | Kids Learn Animal Names,vladandniki
True,1,neutral,False,none,indoor,False,False,positive,1,A child holding a magic wand next to four white rabbits and a magic hat on a colorful table inside a decorated room.,WGINaBiaTd8,Vlad and Niki shows magic tricks and create new toys,vladandniki
True,1,neutral,True,neutral,indoor,False,False,neutral,1,"A child dressed as a police officer stands in front of a woman who is inside a colorful playhouse, both with neutral expressions.",KlVpgbId4XY,Vlad learns mommy good habits,vladandniki
True,1,neutral,False,none,indoor,False,False,neutral,0,A child is holding and playing with a yellow handheld device indoors.,bxGpIH1GK-0,New Vlad & Niki’s Camping Game,vladandniki
True,1,neutral,False,none,indoor,False,True,exciting,1,"A child wearing a safari hat is behind toy dinosaur cages with colorful dinosaur toys displayed in front, with a 'Jurassic World' sign in the background.",3ZJ5sBmQEEY,Vlad and Niki Jurassic World Toys Adventures,vladandniki
