performative_labor,emotional_bait,narrative_conflict,challenge_format,commercial_content,privacy_violation,overall_exploitative,reasoning,video_id,title
0.1,0.3,0.2,0.0,0.0,0.7,0.5,"The video appears to document a real medical situation with some emotional emphasis and privacy concerns, but lacks clear signs of staged content or commercial exploitation.",EaELY74mfXg,I WENT TO THE EMERGENCY ROOM🚑🚨
0.7,0.6,0.3,0.8,0.0,0.0,0.5,"The video uses a staged 24-hour challenge format with some emotional expression for clicks but lacks clear privacy violations or overt commercial content, indicating moderate performative labor and exploitative potential.",T9aBKNKcuHg,LIVING ON A RANCH FOR 24 HOURS...
0.8,0.6,0.4,0.0,0.0,0.7,0.7,"The thumbnail and title suggest staged content focused on a child's romantic setup with emotional appeal and some manufactured drama, exposing private relationship themes likely for content generation rather than genuine family documentation.",P0w00wuX8Vc,SETTING BRENT UP WITH NEW GIRL
0.8,0.7,0.2,0.0,0.3,0.0,0.5,"The thumbnail and title suggest staged content with emotional exaggeration to attract clicks, some commercial intent, but no clear privacy violations or overt conflict, indicating moderate exploitation risk.",V4rX2_YzydE,I SAID YES!
0.8,0.3,0.1,0.0,0.0,0.0,0.4,"The thumbnail shows a staged, performative moment likely scripted for the camera, but lacks strong emotional bait, conflict, or commercial content, indicating moderate exploitation risk.",eadIED775nU,it’s all fake😭
0.8,0.7,0.3,1.0,0.1,0.0,0.6,"The video depicts a staged 24-hour survival challenge with exaggerated emotional expressions to attract clicks, indicating performative labor and challenge format, but lacks clear privacy violations or heavy commercial content.",L4iW-xCZpzc,SURVIVING 24 HOURS IN THE OCEAN!!
0.7,0.3,0.0,0.0,0.0,0.0,0.4,"The child appears to be performing a staged activity for the camera, but there is no strong emotional bait, conflict, challenge, commercial content, or privacy violation evident, suggesting moderate but not high exploitation.",7Mi83LIdgO0,FINALLY HOME ALONE!!🙌
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The title and thumbnail show no signs of scripted child performance, emotional exaggeration, conflict, challenge format, commercial content, or privacy violation, indicating no exploitation.",3mQ3ovwgJdo,alien visits earth for the first time
0.6,0.3,0.1,0.0,0.0,0.0,0.3,"The video shows a staged experience (flying a fighter jet) likely created for content, with mild emotional appeal but no clear conflict, challenge, commercial push, or privacy issues, indicating low exploitation overall.",BJ7Phbv8pDI,bro i flew in a fighter jet...
0.2,0.1,0.0,0.0,0.3,0.0,0.1,"The video appears to be a natural vlog-style content about attending a movie premiere with minimal staged performance or emotional bait, no conflict or challenge format, slight commercial presence due to event branding, and no privacy violations, indicating low exploitative risk.",NyKD8-AA7QA,I WENT TO THE TRANSFORMERS WORLD PREMIERE!
0.7,0.3,0.5,0.0,0.2,0.4,0.5,"The video appears to involve staged personal content with some emotional and narrative conflict elements, but lacks overt challenge format or heavy commercial content, resulting in moderate exploitative potential.",lvHTLxYhnrI,WHY I WON'T DATE MY BEST FRIEND.
0.9,0.7,0.8,0.0,0.0,0.6,0.7,"The thumbnail shows staged content with exaggerated emotions and conflict, likely scripted for entertainment, with partial exposure of bodies in swimwear, indicating a high level of performative labor and potential privacy concerns, making it likely exploitative.",in00TUY4gIY,DON’T MESS WITH HER
0.9,0.7,0.6,0.8,0.1,0.0,0.7,"The video depicts a staged isolation challenge with emotional and dramatic elements designed for viewer engagement, indicating performative labor and challenge format, but lacks clear privacy violations or overt commercial content in the thumbnail.",c-nZdUh1sX0,I Survived 3 Days in Isolation
0.2,0.1,0.0,0.0,0.7,0.0,0.3,"The video appears to be a sponsored food vlog at Coachella with minimal performative labor or emotional bait, no conflict or challenge, but clear commercial content presence, and no privacy violations.",vj68svVjY-A,EVERYTHING WE ATE AT COACHELLA #CoachellaOnYouTube #ad
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The thumbnail and title show an adult woman in a natural setting with no child present or implied, and the content does not indicate any exploitative elements related to children.",7Vpr8Q-Yl98,finding a dress for date night👀
0.7,0.6,0.0,0.0,0.0,0.0,0.3,"The thumbnail and title show a staged event with exaggerated excitement but no evident conflict, challenge, commercial content, or privacy violation, indicating moderate performative labor but low overall exploitation.",wAzP7gBNI4g,I WENT TO THE BILLBOARD MUSIC AWARDS!
0.7,0.6,0.5,0.0,0.0,0.0,0.5,"The video shows staged camping indoors with exaggerated surprise expressions and a mild conflict narrative, but lacks challenge format, commercial content, or privacy violations, indicating moderate performative content without clear exploitation.",7VPz5p_u-bQ,CAMPING IN MY BEST FRIEND'S APARTMENT
0.1,0.0,0.0,0.0,0.0,0.0,0.1,"The thumbnail and title suggest a natural scenario without staged performance, emotional exaggeration, conflict, challenge, commercial content, or privacy violations, indicating low exploitation risk.",VWiMO0hJS6Q,different strangers taking photos…
0.8,0.7,0.6,0.0,0.0,0.0,0.5,"The thumbnail and title suggest staged emotional content with manufactured conflict but no clear challenge, commercial content, or privacy violations, indicating moderate potential exploitation.",utKRMVR5tBY,i lost everything.
0.2,0.1,0.0,0.0,0.0,0.1,0.1,"The video appears to be a natural vlog documenting daily life without scripted content, exaggerated emotions, conflict, challenges, or commercial intent, and it does not reveal private or exploitative moments.",gmzI7nZyQs4,"VLOG  #1 | workout, what I eat, friends, etc."
0.2,0.1,0.0,0.0,0.0,0.0,0.1,"The title suggests a casual vlog-style video with minimal staging, no evident emotional exaggeration or conflict, and no visible commercial or privacy concerns, indicating low exploitation risk.",W43gM8upB6o,if i was a TRAVEL VLOGGER
0.0,0.0,0.0,0.0,0.0,0.8,0.7,"The thumbnail shows a child in minimal clothing in a private moment which raises privacy concerns, though the content appears natural and not staged or emotionally manipulative.",BKWchMy80sY,summer life hack🌞👙🍓
0.9,0.8,0.7,0.8,0.0,0.3,0.75,"The thumbnail and title suggest staged, performative content with exaggerated emotional expressions and a challenge format, creating manufactured drama, while showing some privacy concerns due to revealing clothing on a minor.",7H8RL5jZT08,INSTAGRAM CONTROLS OUR LIVES
0.8,0.7,0.8,0.0,0.0,0.0,0.7,The staged acting and dramatic expressions in the thumbnail combined with the conflict-themed title suggest scripted content designed for views rather than natural family moments.,2hpRiJuU5GI,OUR FIRST DATE WENT HORRIBLY WRONG
0.8,0.1,0.0,0.0,0.7,0.0,0.6,"The video involves a child performing scripted content for a commercial with clear brand promotion but lacks emotional bait, conflict, or privacy violations, indicating moderate exploitation as content generation rather than natural family documentation.",qq7SaUXulhA,BTS of me making my first EVER commercial. watch the full video on @adblitz
0.8,0.7,0.8,0.0,0.0,0.6,0.7,"The video appears staged with manufactured drama around a personal relationship, uses emotional expressions and clickbait phrasing, and exposes private relationship details likely for content generation rather than genuine family documentation.",SkifKunKFsU,SURPRISING BRENT WITH HIS EX-GIRLFRIEND
0.0,0.8,0.2,0.0,0.0,0.0,0.1,"The thumbnail shows an adult with an exaggerated emotional expression likely for clickbait, but there is no child present or indication of exploitative content involving children.",WPhc56zX4tI,WORLD’S LARGEST INDOOR THEME PARK🎢🤯
0.8,0.6,0.3,0.0,0.0,0.0,0.5,"The video shows a staged transformation with exaggerated facial expression to attract clicks, but lacks clear conflict, challenge format, commercial content, or privacy violations, indicating moderate performative labor and some emotional bait without strong exploitative signals.",ZsFlLiJms9w,Fooling Everyone w/ This TRANSFORMATION
0.0,0.8,0.7,0.0,0.0,0.0,0.3,"The thumbnail shows an adult woman with an exaggerated angry expression and an empty bag, matching the dramatic title, but there is no child visible or direct indication of child exploitation or performative labor.",Cgs4ph24NEs,IVE NEVER BEEN SO MAD
0.2,0.1,0.0,0.0,0.0,0.0,0.1,"The thumbnail and title depict a casual beach day vlog with minimal staging, no exaggerated emotions or conflict, no challenge format, and no evident commercial or privacy concerns, indicating low exploitative potential.",CrySuNFqPpg,Beach day BY MYSELF | pierson
0.3,0.6,0.4,0.0,0.7,0.0,0.3,The video shows staged content with some emotional exaggeration and clear commercial intent but lacks privacy violations or strong exploitative elements.,k5fZUQooDHw,EXTREME HOME MAKEOVER
0.3,0.1,0.0,0.0,0.0,0.0,0.2,"The video appears to be a casual Q&A with some light performative elements but lacks emotional bait, conflict, challenges, commercial content, or privacy violations, indicating low exploitative potential.",0ZHEZanViw4,It's Q&A Day!!!
0.8,0.7,0.6,0.0,0.3,0.2,0.7,"The video appears to be scripted with staged content and emotional clickbait, involving manufactured drama without clear challenge format, some commercial promotion, and mild privacy concerns, indicating likely exploitation for content creation rather than genuine family documentation.",uNsY5PJo5Ns,HER BIGGEST SECRET EVER #shorts
0.3,0.2,0.0,0.0,0.1,0.0,0.1,"The video appears to show a natural experience with mild staging for the camera, minimal emotional exaggeration, no conflict or challenge format, and no clear privacy violations or overt commercial exploitation.",Cvouo3qY97Q,DISNEY THREW A PARTY FOR ME?!
0.9,0.7,0.8,1.0,0.6,0.4,0.8,"The video features staged challenge content with manufactured drama and emotional expressions, includes commercial links, and exposes children in suggestive couple roles, indicating high performative labor and exploitative potential.",imuxk3w9K6g,"LAST TO Stop IGNORING Their GIRLFRIEND Wins $10,000 **COUPLES CHALLENGE**🔥 | Piper Rockelle"
0.1,0.3,0.0,0.0,0.0,0.0,0.1,"The thumbnail and title suggest a natural, emotional moment without staged performance, conflict, or commercial intent, indicating low exploitation risk.",lI0AYoKoaTA,Take it all back…💔
0.7,0.6,0.0,0.0,0.0,0.0,0.3,"The video appears to be a staged birthday surprise with some performative elements and emotional expressions but lacks conflict, challenge format, commercial content, or privacy violations, making it only mildly exploitative.",dqSLL-3PKuE,THEY SURPRISED ME WITH THIS FOR MY BIRTHDAY!
0.9,0.7,0.6,0.3,0.8,0.0,0.7,"The video shows staged content with children acting in a prank scenario, uses exaggerated expressions for clicks, includes brand placement, and is primarily designed for content generation rather than natural child activity.",SaJcaoFQ0Nc,GOING IN DRIVE THRUS IN TOY CARS PRANK! 🚘 | Piper Rockelle
0.8,0.7,0.2,0.0,0.3,0.0,0.5,"The video appears to be scripted with staged reactions and emotional baiting for clicks, includes some commercial promotion, but lacks clear privacy violations or overt conflict, making it moderately exploitative as content creation rather than natural child activity.",g9WIU4aiIn0,SURPRISING My Best Friends With a NEW SQUAD MEMBER **SHOCKING REACTION**🎉| Piper Rockelle
0.8,0.7,0.6,0.9,0.1,0.0,0.7,"The video involves a staged challenge with emotional bait and conflict elements, typical of performative content, but lacks privacy violations or overt commercial exploitation.",sxULarKeNpk,THIS WAS THE WORST THING I'VE EVER ATE #shorts
0.8,0.7,0.4,0.9,0.3,0.0,0.7,"The video features a staged Halloween-themed challenge with exaggerated facial expression for clicks, some mild competition implied, minor commercial links, but no privacy violations, indicating moderate exploitation for content creation.",hn6XoxLFY_o,HALLOWEEN SMOOTHIE CHALLENGE (Girls vs Boys) 🎃🖤| Piper Rockelle
0.8,0.6,0.3,0.7,0.8,0.0,0.7,"The video features staged content with a shopping challenge format, uses some emotional expressions for clicks, includes clear brand placement, but does not show private or intimate moments, indicating moderate exploitation for content creation.",LGNT3MDOyHQ,HALLOWEEN ROOM MAKEOVER SHOPPING CHALLENGE (WALMART vs TARGET)💀🎃| Piper Rockelle
0.9,0.8,0.3,0.0,0.2,0.1,0.7,"The video features scripted performative content with exaggerated emotional expressions and clickbait elements, minimal conflict or challenge format, slight commercial promotion, and low privacy concerns, indicating moderate exploitation for content creation.",0M5PIN5l8KQ,DOING A TIKTOK DANCE IN FRONT OF MY BOYFRIEND TO SEE HOW HE REACTS **HILARIOUS** 😂| Piper Rockelle
0.8,0.9,0.9,0.0,0.3,0.4,0.8,"The video title and thumbnail suggest a scripted conflict with emotional manipulation and some exposure of sensitive emotional moments, indicating a high level of performative labor and exploitative content.",2fVzNLMc388,"MEAN Dance Teacher BODY SHAMES Girls, She Instantly REGRETS It"
0.8,0.7,0.6,0.0,0.3,0.0,0.6,"The video appears to be scripted content with exaggerated emotional expressions and manufactured conflict around a bad nail salon experience, with some commercial elements, but no clear privacy violations or challenge format.",HObO-Z-0eCc,I Went to the WORST REVIEWED NAIL SALON in my City ( 1 STAR ) 💅🏼| Piper Rockelle
0.6,0.7,0.3,0.0,0.1,0.4,0.5,"The video shows a child reacting to a medical visit with some staged emotional expression and clickbait phrasing, but it is a common vlog-style content with mild privacy concerns and moderate performative elements.",42kLtb_XtVc,I HAD TO GO TO THE DOCTOR FOR THIS! #shorts
0.8,0.3,0.0,0.0,0.6,0.0,0.6,"The video shows a staged makeup tutorial involving a child, uses some emotional expression for engagement, includes commercial links, but lacks conflict or privacy violations, indicating moderate exploitation as content creation rather than natural child activity.",SmaOLJea9t8,Kristen Hancher Make Up Tutorial | Piper Rockelle
0.8,0.3,0.2,0.9,0.0,0.0,0.7,"The video shows children engaged in a staged challenge likely created for the camera with some emotional appeal but minimal conflict or privacy concerns, indicating moderate exploitation as content creation focus.",Zi2IieUeWxU,THE HUMAN TABLE CHALLENGE #shorts
0.7,0.1,0.0,0.0,0.2,0.0,0.3,"The video shows a staged activity likely created for the camera but lacks emotional bait, conflict, or privacy violations, with minor commercial elements present.",ZOqxibJQ7dk,WE MADE A NACHO TABLE #shorts
0.2,0.1,0.0,0.0,0.0,0.0,0.1,"The video appears to show a natural surprise moment for a dog's birthday with minimal staging, low emotional exaggeration, no conflict or challenge, and no evident privacy or commercial exploitation.",2DPj42ddJ7A,SURPRISED MY DOG ON HIS BIRTHDAY #shorts
0.8,0.4,0.3,0.7,0.2,0.0,0.6,"The video shows children performing a staged ping pong ball challenge designed for viewer engagement, with mild emotional bait and some competitive elements, but no clear privacy violations or overt commercial content.",WnoLbU2VjH0,Who made the shot?! 🤔 #shorts
0.8,0.3,0.6,0.8,0.9,0.0,0.7,"The video features staged content with a challenge format and commercial product placement, moderate manufactured conflict, but no clear privacy violations, indicating a likely exploitative use of the child for content creation.",V2CZZOQfzOQ,BACK TO SCHOOL No Budget SHOPPING Haul Challenge at Justice **BFF vs BFF**🛍| Piper Rockelle
0.7,0.3,0.2,0.0,0.6,0.4,0.6,"The video involves a scripted product review with a focus on a branded item and an ex-boyfriend, indicating staged content with some privacy concerns and commercial intent, but limited emotional bait or conflict.",0M7tLjcCa4c,Crumbl Cookie Honest Review With My Ex Boyfriend #Shorts
0.9,0.7,0.2,0.8,0.3,0.4,0.7,"The video features scripted challenge content with staged poses and emotional expressions designed to attract clicks, includes a challenge format, some commercial links, and hints at private relationship themes, indicating a high likelihood of exploitation for content creation rather than genuine family documentation.",IJk_tVC3UVg,Recreating VIRAL Couples Tik Toks With My CRUSH Challenge **Try Not To CRINGE** ❤️💋| Piper Rockelle
0.8,0.7,0.1,0.0,0.6,0.0,0.6,"The video uses staged content with exaggerated emotional expressions and commercial elements, but lacks clear conflict or privacy violations, indicating moderate exploitation for content creation.",Sxg5Po-G-0Q,I Bought a 12 MILLION Dollar TikTok HYPE HOUSE **MY CRUSH REACTS** 💰🔥| Piper Rockelle
0.8,0.7,0.1,0.0,0.9,0.0,0.7,"The video shows staged gifting content with exaggerated emotional reactions and clear product placement, indicating performative labor and commercial intent without privacy violations or conflict.",rWrBUitSXGc,SURPRISING My Boyfriend With EVERY Piece of ADDISON RAE Merch **HUGE FREAKOUT**😍| Piper Rockelle
0.9,0.6,0.7,1.0,0.3,0.7,0.8,"The video features a staged challenge involving a child in a romantic context with emotional and competitive elements, some commercial links, and potential privacy concerns, indicating a high likelihood of exploitation for content creation.",ntowsf-77Ww,"Last to Stop KISSING BOYFRIEND Wins $10,000 **COUPLES Challenge**💋| Piper Rockelle"
0.9,0.1,0.0,0.0,0.7,0.0,0.7,"The video is a scripted music video with commercial links promoting the child as a performer, indicating high performative labor and commercial content but low emotional bait, conflict, challenge format, or privacy violation.",KK9nTBB5SE4,Piper Rockelle - Perfect 10 (Official Music Video)
0.7,0.6,0.5,0.4,0.9,0.0,0.7,"The video involves staged content with children performing for the camera, uses emotional expressions and a competitive narrative, heavily features commercial brands, but does not expose private or intimate moments.",WGBEbev3bL8,BACK TO SCHOOL HAUL/GIVEAWAY (Target vs Walmart) | Piper Rockelle
0.9,0.7,0.5,1.0,0.3,0.4,0.8,"The video features staged challenge content with emotional expressions and manufactured drama, includes some commercial links, and exposes intimate interactions likely designed for content generation rather than natural child activity.",KSCsDVamshk,Last To Say NO To VIRAL TIK TOK Dares W/ My CRUSH **KISSING CHALLENGE**💋🔥 |Piper Rockelle
0.7,0.6,0.0,0.0,0.3,0.0,0.4,"The video shows staged content with exaggerated emotional expressions and some commercial intent but lacks conflict, challenge format, or privacy violations, making it moderately exploitative.",QwzhW8Kl1aY,SURPRISING MY BOYFRIEND WITH A NEW PUPPY **Cute**🐶🎉| Piper Rockelle
0.9,0.8,0.7,1.0,0.6,0.4,0.8,"The video uses a staged challenge format with emotional and conflict-driven clickbait elements, commercial links, and references to personal relationships, indicating a high likelihood of exploitative content focused on content generation rather than genuine child documentation.",63r_eYUw1A8,"LAST TO LEAVE HANDCUFFS WINS $20,000 Challenge **EX-BOYFRIEND** 💔💰| Piper Rockelle"
0.9,0.7,0.6,0.9,0.7,0.3,0.8,"The video features staged challenge content with exaggerated emotional expressions, manufactured competition, commercial links, and suggestive themes that indicate a high level of performative labor and potential exploitation.",1B_lsgIGURk,My BOYFRIENDS Do My Back To School SHOPPING Challenge **WINNER GETS A KISS**💋 | Piper Rockelle
0.9,0.7,0.6,0.8,0.3,0.1,0.7,"The video features staged challenge content with emotional expressions and manufactured drama, typical of performative child content, with minor commercial elements and low privacy concerns.",iyXf7QQKLwQ,My CRUSH Controls My Life For a Day 24 HOUR CHALLENGE **BAD IDEA** 💕| Piper Rockelle
0.9,0.9,0.9,0.0,0.0,0.7,0.8,"The thumbnail and title depict a staged dramatic scenario with exaggerated emotional expressions and a conflict narrative involving private relationship details, indicating high performative labor and emotional bait, with moderate privacy concerns, making it likely exploitative content.",FaSEt1dZ0fY,My Boyfriend DM’d 100 of my Friends to See Who Would Reply **SHOCKING**📲💔| Piper Rockelle
0.8,0.7,0.0,0.0,0.6,0.0,0.6,"The video appears to be staged content with exaggerated excitement and commercial links, but lacks conflict, challenge format, or privacy violations, indicating moderate exploitation for content creation.",tRT46XA4vlo,TURNING MY HOUSE INTO A ZOO 🦓🦒| Piper Rockelle
0.8,0.7,0.1,0.0,0.6,0.0,0.6,"The video shows a staged surprise event with exaggerated emotional reaction and some commercial elements, but lacks conflict or privacy violations, indicating moderate exploitation for content creation.",Y6fZZQFWXMQ,SURPRISING A MEGA FAN FOR HER 10th BIRTHDAY **CUTE REACTION** 🥳 🎂| Piper Rockelle
0.9,0.8,0.7,0.9,0.3,0.4,0.8,"The thumbnail and title depict a staged challenge with exaggerated emotional expressions and manufactured conflict, involving a child in a scripted scenario that prioritizes content creation over genuine moments, with some exposure of private emotional states and partial body exposure.",TaS0kJ73bgs,My Boyfriend Chooses The Mystery Buttons! **WE BROKE UP**💔| Piper Rockelle
0.9,0.8,0.9,0.0,0.3,0.7,0.85,"The staged emotional drama with scripted dialogue and provocative poses indicates high performative labor and manufactured conflict, with potential privacy concerns due to intimate relationship content involving minors.",agS7lsXzaYU,Telling My BOYFRIEND I Still Have Feelings For My EX 💔
0.8,0.3,0.0,0.0,0.6,0.0,0.6,"The video features a child performing scripted content for the camera with some commercial promotion but lacks emotional bait, conflict, or privacy violations, indicating moderate exploitation as content generation is prioritized.",rPRCpVGZM40,Piper Rockelle Musical.ly Compilation
0.8,0.9,0.7,0.0,0.3,0.1,0.7,"The thumbnail and title depict staged emotional reactions and a manufactured narrative conflict designed for clicks, indicating performative content with some commercial elements but minimal privacy violation.",Fa_gMnuZYSg,Forgetting My Best Friends Birthday then SURPRISING Her With This **SHE CRIED**💔| Piper Rockelle
0.2,0.1,0.0,0.0,0.3,0.0,0.2,"The video depicts a natural daily routine with minimal performative labor, low emotional bait, no conflict or challenge, some commercial content via links, and no privacy violations, indicating low overall exploitation.",FDk0YuzjR-Q,My Morning Routine || Piper Rockelle
0.9,0.8,0.7,0.0,0.6,0.3,0.8,"The thumbnail and title depict staged, exaggerated emotional scenarios with children in contrasting 'rich vs broke' roles, using dramatic imagery and some brand logos, indicating a high level of performative content and potential exploitation for views.",QhuaVZJpW6o,RICH Parents Vs. BROKE Parents
0.9,0.8,0.7,0.0,0.2,0.1,0.7,"The thumbnail and title depict a staged prank with exaggerated emotional expressions and manufactured conflict, indicating high performative labor and emotional baiting, with minor commercial content and low privacy concerns, making it likely exploitative as content is created primarily for views rather than genuine documentation.",lf04MAsuFtY,FALLING DOWN THE STAIRS PRANK ON BOYFRIEND **CUTE REACTION**🤕💕 |Piper Rockelle
0.9,0.3,0.0,0.9,0.2,0.1,0.7,"The video features a staged '24 hours challenge' with children acting out a secret wedding, indicating high performative labor and challenge format, with mild emotional bait and minimal privacy concerns, suggesting moderate exploitation primarily for content creation.",4Iw0mqHE_tI,I GOT MARRIED to my Crush for 24 Hours Challenge **SECRET Wedding**💍❤️| Piper Rockelle
0.8,0.7,0.0,0.0,0.6,0.0,0.6,"The video shows staged surprise gift reactions with exaggerated emotions and visible commercial links, indicating performative content with some commercial intent but no conflict or privacy issues.",XStprRqY4u4,WE SURPRISED EACH OTHER WITH THESE DREAM GIFTS **Cute Reactions**🎉  | Piper Rockelle
0.9,0.7,0.8,1.0,0.6,0.0,0.8,"The video features a staged challenge with exaggerated fearful expressions and clear competition, includes commercial links, and is likely designed primarily for content generation rather than natural child activity.",VyVqilwCLFk,"Last To Leave CHEETAHS Wins $20,000 - Challenge 🐆🚫| Piper Rockelle"
0.8,0.7,0.8,0.0,0.3,0.2,0.7,"The video appears to be scripted with staged emotional reactions and manufactured relationship drama, using the child as a content creation tool rather than natural family documentation, though it lacks explicit challenge format or strong commercial signals.",BWowJFXgd10,THIRD WHEELING MY EX AND MY BOYFRIEND?!
0.8,0.3,0.0,0.0,0.2,0.0,0.5,"The video appears to be a staged music-related performance with some emotional appeal but lacks conflict, challenge, or privacy concerns, indicating moderate exploitation as content creation rather than natural child activity.",oNcTGDAi_fc,How I feel About Hate #shorts
0.9,0.8,0.9,0.0,0.3,0.2,0.8,"The video uses staged content with exaggerated emotional expressions and manufactured drama involving personal relationships, indicating high performative labor and conflict, with some commercial elements and minor privacy concerns, making it likely exploitative.",INw1m1ri_VE,Recreating Baby Photos with my Ex Boyfriend!! **LEV GOT MAD**📸 🤬| Piper Rockelle
0.8,0.9,0.7,0.0,0.3,0.7,0.8,"The thumbnail and title use staged medical drama and exaggerated emotions to attract clicks, likely exploiting the child's image for content rather than genuine documentation.",nBMzP0gBNOs,The Day I Almost DIED
0.9,0.9,0.8,0.0,0.3,0.4,0.8,"The video clearly involves staged emotional acting (prank about crying), uses exaggerated emotional expressions in the thumbnail and title, manufactures drama, includes some commercial links, and exposes emotional vulnerability, indicating a high likelihood of exploitative content.",O6Z2huwU9q8,RANDOMLY CRYING THROUGHOUT THE DAY PRANK!!
0.9,0.9,0.8,0.0,0.3,0.1,0.8,"The thumbnail and title show staged emotional drama with exaggerated expressions and conflict, likely scripted for views, with some commercial links present but minimal privacy concerns.",83xrzBCshtw,We Had To Send The New Squad Member Home For This **SHE CRIED**💔| Piper Rockelle
0.9,0.8,0.6,0.0,0.9,0.1,0.8,"The thumbnail and title depict staged, performative content with exaggerated emotional expressions, heavy product placement, and a manufactured drama narrative, indicating likely exploitation for content creation rather than genuine family documentation.",tfGJ1y431ZQ,I Gave A Subscriber My Debit Card…
0.9,0.8,0.9,0.9,0.3,0.7,0.85,"The video uses staged dramatic scenarios with emotional bait and challenge formats involving intimate relationship themes, indicating high performative labor and potential privacy concerns, making it likely exploitative.",bcpkoGOLohs,LAST TO SAY NO TO GIRLFRIEND WINS **Flirting With My Boyfriend’s Best Friend**😡| Piper Rockelle
0.7,0.4,0.0,0.0,0.1,0.0,0.3,"The video shows a staged activity (cutting a large watermelon) likely done for the camera with some mild emotional bait in the title and thumbnail, but lacks conflict, challenge format, commercial content, or privacy violations, making it moderately performative but not strongly exploitative.",1yyZ3gdp2GA,WORLD RECORD WATERMELON 🍉 #shorts
0.8,0.9,0.7,0.0,0.3,0.6,0.8,"The thumbnail and title use staged emotional distress and a dramatic narrative to attract views, with some commercial links present, indicating a high likelihood of exploitative content focused on performative emotional labor rather than genuine child documentation.",F8SIewB25tY,I Have No Friends…💔
0.9,0.9,0.8,0.0,0.0,0.2,0.8,"The thumbnail and title show a staged, dramatic scenario with exaggerated emotional expression and conflict cues, indicating high performative labor and emotional bait, with some privacy concerns, making it likely exploitative content.",Hrp_tDVp1r8,BALLOONS CONTROL MY LIFE FOR 24 HOURS! 🎈🎯
0.9,0.7,0.6,1.0,0.3,0.4,0.7,"The video features a staged 24-hour challenge with scripted interactions and emotional expressions designed to attract clicks, includes some commercial links, and exposes personal relationship dynamics, indicating a high level of performative labor and potential exploitation.",C52m4PrBrdA,SWITCHING BOYFRIENDS with my BFF for 24 HOURS **COUPLES CHALLENGE**💋| Piper Rockelle
0.9,0.7,0.8,1.0,0.6,0.0,0.8,"The video features children in a staged challenge with a cash prize, uses emotional expressions and clickbait text, includes commercial links, and is primarily designed as performative content rather than natural child activity.",v1M32Ew5KLo,Last To Fall WINS $1000 CHALLENGE **STANDING ON ONE LEG** 💵💕| Piper Rockelle
0.8,0.6,0.7,0.5,0.2,0.0,0.7,"The video appears to be a staged prank challenge with emotional clickbait and conflict narrative, typical of scripted content for views, but without clear privacy violations or overt commercial exploitation.",tqvVrNSkGLE,SHE STOLE MY MONEY!! #shorts
0.3,0.1,0.0,0.0,0.0,0.0,0.2,"The video appears to show a natural interaction between twins without exaggerated emotions, conflict, or commercial elements, indicating low exploitation risk.",yhoXKzmO5JY,I Have A Twin 💕
0.7,0.2,0.0,0.0,0.3,0.0,0.4,"The video shows a staged cookie review likely created for the camera with mild commercial intent but lacks emotional bait, conflict, challenge format, or privacy violations, making it moderately exploitative as content creation rather than natural activity.",zGj2sKub_AI,HONEST CRUMBL COOKIE REVIEW (part 2) #shorts
0.9,0.8,0.9,0.0,0.3,0.2,0.8,"The video uses a scripted dramatic scenario with emotional clickbait and conflict, likely exploiting the child for content rather than genuine family documentation.",I09cmG_VFJE,"Homeless Girl Gets FIRED FOR STEALING, Boss Lives To REGRET His Decision"
0.8,0.7,0.8,0.0,0.3,0.2,0.7,"The video appears to be scripted with staged drama involving a personal relationship, uses emotional curiosity bait in the thumbnail and title, and likely prioritizes content creation over genuine family documentation.",g7OA215e6NE,I Showed Up To My Ex Boyfriends House With This…💌
0.9,0.7,0.6,1.0,0.5,0.0,0.7,"The video features a staged challenge with exaggerated emotions and a competition format, includes some commercial links, but does not show private or intimate moments, indicating moderate exploitation for content creation.",81h7TM3I8gE,"LAST TO LEAVE SCHOOL BUS WINS $20,000! 🍎 | Piper Rockelle"
0.7,0.8,0.6,0.0,0.3,0.0,0.5,"The thumbnail and title use staged emotional expressions and a dramatic narrative about a lost dog to attract views, indicating performative labor and emotional bait, but lack direct privacy violations or challenge formats, resulting in moderate exploitative potential.",Gt7lRKX5M2s,MY DOG IS MISSING! Please Help Me Find FRANK **Emotional News**🐶💔| Piper Rockelle
0.8,0.7,0.6,0.0,0.0,0.0,0.6,"The thumbnail and title suggest staged content with emotional exaggeration and implied conflict, but no challenge format, commercial content, or privacy violations are evident, indicating moderate exploitation risk.",MFOY2GBDw0k,I Forgot To Stop Recording... (YouTube is FAKE)
0.9,0.8,0.7,1.0,0.3,0.6,0.7,"The thumbnail and title depict a staged challenge involving intimate physical contact between young individuals, using exaggerated emotional expressions and a competitive format, which suggests performative content with potential privacy concerns and exploitative elements.",xSRoRwuVxX4,LAST TO STOP MASSAGING THEIR BOYFRIEND WINS **Couples Challenge**💆‍♀️💕| Piper Rockelle
0.7,0.8,0.1,0.0,0.6,0.0,0.5,"The thumbnail and title show staged emotional reaction and scripted surprise content with some commercial links, but no clear privacy violation or conflict, indicating moderate exploitation for content creation.",y8-5j6t3JLw,My CRUSH Surprised Me at DISNEYLAND!!
